"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"490","Tickers trending on TWTR in last 1 hour #AI #Machinelearning $ETH https://t.co/bBjHVCC3Ak https://t.co/7aD6igtNU1",FALSE,0,NA,2018-01-29 14:34:43,FALSE,NA,"957985361715658752",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"491","RT @DeepLearn007: How AI apps are changing the face of the financial sector
#AI #MachineLearning #DeepLearning #Fintech #ML #DL #Banking #t…",FALSE,0,NA,2018-01-29 14:34:39,FALSE,NA,"957985344502292487",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RosyCoaching",188,TRUE,FALSE,NA,NA
"492","RT @ipfconline1: An Easy Way to Get your Company Started on #DataScience and #MachineLearning

https://t.co/BhdPC3Hnex  v @DataRobot https:…",FALSE,0,NA,2018-01-29 14:34:34,FALSE,NA,"957985322838700032",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","StrategyFintech",9,TRUE,FALSE,NA,NA
"493","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:31,FALSE,NA,"957985313850306560",NA,"<a href=""https://www.youtube.com/watch?v=kOdzV3B8GWQ"" rel=""nofollow"">Calcaware</a>","Calcaware",131,TRUE,FALSE,NA,NA
"494","An Easy Way to Get your Company Started on #DataScience and #MachineLearning

https://t.co/lomvYzWw9B  v DataRobot… https://t.co/vVq0i3ep1I",FALSE,1,NA,2018-01-29 14:34:22,TRUE,NA,"957985275430539265",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NIRAV_88",1,FALSE,FALSE,NA,NA
"495","RT Ronald_vanLoon ""Why is the age of #robots could be a new Renaissance.
by leoquattrucci wef |

Read full article… https://t.co/RdrY2YF3A1",FALSE,0,NA,2018-01-29 14:34:22,TRUE,NA,"957985273236938752",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","YwanVanLoon",0,FALSE,FALSE,NA,NA
"496","RT @DeepLearn007: 10 Real-World Examples of Machine Learning and AI
#AI #MachineLearning #DeepLearning #BigData #Fintech #Insurtech #ML #DL…",FALSE,0,NA,2018-01-29 14:34:21,FALSE,NA,"957985271966044160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","solution_sense",185,TRUE,FALSE,NA,NA
"497","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:20,FALSE,NA,"957985267197120512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Luv_Ya_1_Evs",131,TRUE,FALSE,NA,NA
"498","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:19,FALSE,NA,"957985259651584000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drewllndholmCRE",131,TRUE,FALSE,NA,NA
"499","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:18,FALSE,NA,"957985255604015104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KwEeNKaNDlE",131,TRUE,FALSE,NA,NA
"500","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:12,FALSE,NA,"957985233462231041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avldnostalgic",131,TRUE,FALSE,NA,NA
"501","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:12,FALSE,NA,"957985231910457344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","l_LoveStrippers",131,TRUE,FALSE,NA,NA
"502","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:12,FALSE,NA,"957985230257819653",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DayienRay",131,TRUE,FALSE,NA,NA
"503","#startup DataCrunch .Cloud - One #cloud for transforming Huge, GreatBig, Monster #Data ;-) into action.… https://t.co/8rsLqxUjCA",FALSE,1,NA,2018-01-29 14:34:04,TRUE,NA,"957985196749545473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rebrandtoday",8,FALSE,FALSE,NA,NA
"504","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:34:03,FALSE,NA,"957985193389842437",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jerramarlah",131,TRUE,FALSE,NA,NA
"505","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:33:56,FALSE,NA,"957985164520402947",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iady_Gaga_US",131,TRUE,FALSE,NA,NA
"506","Statistical And Machine-learning Data Mining: Techniques For Better Predictive Mode qui   https://t.co/zFyDSWRI9d #machinelearning @zippylab",FALSE,0,NA,2018-01-29 14:33:52,FALSE,NA,"957985149022597120",NA,"<a href=""https://twitter.com/zippylab"" rel=""nofollow"">Zippylab4</a>","zippylab",0,FALSE,FALSE,NA,NA
"507","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:33:41,FALSE,NA,"957985103053025283",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Day_Nish56",131,TRUE,FALSE,NA,NA
"508","RT @JimMarous: Why Banks Will Use AI-powered Solutions

https://t.co/N273Dfk55y  

#AI #fintech #machinelearning #data #banking
@FinancialB…",FALSE,0,NA,2018-01-29 14:33:41,FALSE,NA,"957985102243553280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","biconnections",13,TRUE,FALSE,NA,NA
"509","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:33:40,FALSE,NA,"957985098904764417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YokalraBP",131,TRUE,FALSE,NA,NA
"510","Everytime i look at #Blockchain I must admit, am learning new ...
Look at this brilliant #INFOGRAPHICS representing… https://t.co/Pl4n4HLHSj",FALSE,0,NA,2018-01-29 14:33:35,TRUE,NA,"957985077836750848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","saikavitha",0,FALSE,FALSE,NA,NA
"511","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:33:34,FALSE,NA,"957985073202114560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Toriemte",131,TRUE,FALSE,NA,NA
"512","RT @machinelearnbot: Quantitative Trading Analysis with R https://t.co/ybzIYIjZr7 #machinelearning",FALSE,0,NA,2018-01-29 14:33:34,FALSE,NA,"957985071297978368",NA,"<a href=""https://twitter.com/zippylab"" rel=""nofollow"">Zippylab4</a>","zippylab",1,TRUE,FALSE,NA,NA
"513","RT @machinelearnbot: Serverless Machine Learning with Tensorflow on Google Cloud Platform https://t.co/5Hl18F73fG #machinelearning",FALSE,0,NA,2018-01-29 14:33:32,FALSE,NA,"957985062934413312",NA,"<a href=""https://twitter.com/zippylab"" rel=""nofollow"">Zippylab4</a>","zippylab",1,TRUE,FALSE,NA,NA
"514","RT @DougStanley14: How AI will affect you in 2018 -  https://t.co/XDgMKcAHeh  #AI #AritificialIntelligence #MachineLearning #DeepLearning #…",FALSE,0,NA,2018-01-29 14:33:29,FALSE,NA,"957985053761400832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OthonHerrera",1,TRUE,FALSE,NA,NA
"515","RT @JimMarous: Why Banks Will Use AI-powered Solutions

https://t.co/N273Dfk55y  

#AI #fintech #machinelearning #data #banking
@FinancialB…",FALSE,0,NA,2018-01-29 14:33:29,FALSE,NA,"957985050577879040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Johnny199904",13,TRUE,FALSE,NA,NA
"516","RT @ipfconline1: An Easy Way to Get your Company Started on #DataScience and #MachineLearning

https://t.co/BhdPC3Hnex  v @DataRobot https:…",FALSE,0,NA,2018-01-29 14:33:18,FALSE,NA,"957985005380292608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RosyCoaching",9,TRUE,FALSE,NA,NA
"517","RT @tomiahonen: LOL RT @tonyfish @meisshaily
The future of #AI. #Robots #ArtificialIntelligence #Robotics #MachineLearning #DeepLearning ht…",FALSE,0,NA,2018-01-29 14:33:13,FALSE,NA,"957984985243377664",NA,"<a href=""http://www.flavien.cc/"" rel=""nofollow"">oculusBot</a>","flavien_perier",2,TRUE,FALSE,NA,NA
"518","LOL RT @tonyfish @meisshaily
The future of #AI. #Robots #ArtificialIntelligence #Robotics #MachineLearning… https://t.co/CYQYMlhPQp",FALSE,0,NA,2018-01-29 14:33:12,TRUE,NA,"957984982236041222",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tomiahonen",2,FALSE,FALSE,NA,NA
"519","Why is the age of #robots could be a new Renaissance.
by @leoquattrucci @wef |

Read full article here:… https://t.co/Le2639ztoi",FALSE,4,NA,2018-01-29 14:33:08,TRUE,NA,"957984963986587648",NA,"<a href=""http://app.sendblur.com"" rel=""nofollow"">Social Media Publisher App </a>","Ronald_vanLoon",3,FALSE,FALSE,NA,NA
"520","How AI apps are changing the face of the financial sector
#AI #MachineLearning... https://t.co/wvJUZ83v7P by… https://t.co/0Sd53n637z",FALSE,1,NA,2018-01-29 14:33:07,TRUE,NA,"957984957720399872",NA,"<a href=""http://ridder.co"" rel=""nofollow"">Ridder: turn sharing into growth</a>","ravisarkar3",0,FALSE,FALSE,NA,NA
"521","Google releases AutoML Vision, a new #AI tool that helps developers build image recognition models into their apps… https://t.co/hZudeFh571",FALSE,0,NA,2018-01-29 14:33:05,TRUE,NA,"957984950095175680",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Ephox",0,FALSE,FALSE,NA,NA
"522","How I developed my own ‘learning’ chatbot in Python from scratch and deployed it on Face… via Vishakha Lall… https://t.co/TOdBMs61BK",FALSE,0,NA,2018-01-29 14:33:04,TRUE,NA,"957984947062693888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gallegogt",0,FALSE,FALSE,NA,NA
"523","How Airbnb is using #machinelearning to understanding the value of space, matching guest and hosts, and keep commun… https://t.co/v8FoKPZnt5",FALSE,0,NA,2018-01-29 14:33:01,TRUE,NA,"957984933733158912",NA,"<a href=""http://techdata.socialondemand.co.uk"" rel=""nofollow"">Tech Data socialondemand</a>","AlchemySystems",0,FALSE,FALSE,NA,NA
"524","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:32:54,FALSE,NA,"957984903051862016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kry2myway",131,TRUE,FALSE,NA,NA
"525","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:32:46,FALSE,NA,"957984869572861953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chrissytopllff",131,TRUE,FALSE,NA,NA
"526","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:32:38,FALSE,NA,"957984837687681024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RebeccaGreen54",131,TRUE,FALSE,NA,NA
"527","Uber and Volkswagen team up with #ArtificialIntelligence firm in race to develop self-driving cars… https://t.co/oqXdfMDoMZ",FALSE,1,NA,2018-01-29 14:32:35,TRUE,NA,"957984824651853824",NA,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>","Haiko",1,FALSE,FALSE,NA,NA
"528","A comparison of the top image recognition APIs. #food #tech #api #NeuralNetworks #machinelearning #MondayMotivation https://t.co/lato1tGR6V",FALSE,0,NA,2018-01-29 14:32:32,FALSE,NA,"957984812278665217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GrubhubTech",0,FALSE,FALSE,NA,NA
"529","RT @xfxie: #AI in #Cybersecurity: Where We Stand &amp; Where We Need to Go https://t.co/IBJ0AyneGT #ArtificialIntelligence #MachineLearning #Da…",FALSE,0,NA,2018-01-29 14:32:28,FALSE,NA,"957984794960388096",NA,"<a href=""http://www.fingo.rog"" rel=""nofollow"">Fingo2</a>","fingo_org",43,TRUE,FALSE,NA,NA
"530","The Future Of Machine Learning #MachineLearning https://t.co/UmfzNM0gOj",FALSE,0,NA,2018-01-29 14:32:24,FALSE,NA,"957984780494176256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HaagKathrin",0,FALSE,FALSE,NA,NA
"531","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:32:24,FALSE,NA,"957984780469055488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Outiaw_lex",131,TRUE,FALSE,NA,NA
"532","An Easy Way to Get your Company Started on #DataScience and #MachineLearning

https://t.co/LggDWpnUJr  v DataRobot… https://t.co/OJEwBOULoP",FALSE,0,NA,2018-01-29 14:32:23,TRUE,NA,"957984774869708800",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Danish_0786",1,FALSE,FALSE,NA,NA
"533","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:32:22,FALSE,NA,"957984768770981889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsDannleHotness",131,TRUE,FALSE,NA,NA
"534","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:31:57,FALSE,NA,"957984665628966912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Adelineig99",131,TRUE,FALSE,NA,NA
"535","MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML… https://t.co/lsawq0f86x",FALSE,7,NA,2018-01-29 14:31:40,TRUE,NA,"957984595537997827",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","IainLJBrown",4,FALSE,FALSE,NA,NA
"536","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:31:35,FALSE,NA,"957984574490882048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DimiNakov",131,TRUE,FALSE,NA,NA
"537","Here are three ideals that help propel #DevOps high-performers to the forefront of their industries.

#data… https://t.co/T0lSwKoa5q",FALSE,1,NA,2018-01-29 14:31:35,TRUE,NA,"957984573547147265",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Orcanintell",0,FALSE,FALSE,NA,NA
"538","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:31:29,FALSE,NA,"957984550516350976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrittanyKruege5",131,TRUE,FALSE,NA,NA
"539","RT @TechNative: While technologies such as #AI, #MachineLearning, #bots, #BigData &amp; #IoT disrupt all aspects of business and industry, embr…",FALSE,0,NA,2018-01-29 14:31:21,FALSE,NA,"957984514105577477",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","unikeytech",25,TRUE,FALSE,NA,NA
"540","How to Detect Fraud using #MachineLearning? Read https://t.co/9yXsqWpYYG #AI #Tech #BigData https://t.co/llZPzKISXT",FALSE,0,NA,2018-01-29 14:31:05,FALSE,NA,"957984446313107457",NA,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>","Hamir_Nandaniya",0,FALSE,FALSE,NA,NA
"541","RT @ipfconline1: An Easy Way to Get your Company Started on #DataScience and #MachineLearning

https://t.co/BhdPC3Hnex  v @DataRobot https:…",FALSE,0,NA,2018-01-29 14:31:03,FALSE,NA,"957984438075449344",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","JohnSnowai",9,TRUE,FALSE,NA,NA
"542","2018 is the year of #serverless, #machinelearning, and #edgecomputing. Join a webinar with @janakiramm to hear him… https://t.co/uMgWjr0av3",FALSE,1,NA,2018-01-29 14:30:43,TRUE,NA,"957984355997040641",NA,"<a href=""http://postbeyond.com"" rel=""nofollow"">PostBeyond</a>","AnalyticsRus",0,FALSE,FALSE,NA,NA
"543","RT @DeepLearn007: Artificial Intelligence Industry – An Overview by Segment
#AI #MachineLearning #DeepLearning #BigData #Fintech #Marketing…",FALSE,0,NA,2018-01-29 14:30:43,FALSE,NA,"957984353560051712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","david_w_mayer",297,TRUE,FALSE,NA,NA
"544","#Machinelearning will disrupt 40% of the banking roles. #Fintech #IoT #AI via @Atos https://t.co/7vbT0Fvfic… https://t.co/PHUowh1BCO",FALSE,0,NA,2018-01-29 14:30:34,TRUE,NA,"957984318969741314",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","pandoraskids",0,FALSE,FALSE,NA,NA
"545","There is really only one meaningful conclusion: we have no idea how many jobs will actually be lost to the march of… https://t.co/jJKtbifDqf",FALSE,3,NA,2018-01-29 14:30:32,TRUE,NA,"957984308219797504",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","bobehayes",1,FALSE,FALSE,NA,NA
"546","An Easy Way to Get your Company Started on #DataScience and #MachineLearning

https://t.co/BhdPC3Hnex  v @DataRobot https://t.co/59kkj5daoz",FALSE,7,NA,2018-01-29 14:30:29,FALSE,NA,"957984298589704192",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ipfconline1",9,FALSE,FALSE,NA,NA
"547","Data Is Cooler Than You Think. Here's What Marketers Need to Know About It Today. #DigitalMarketing #SEO… https://t.co/q6JSIPwZHB",FALSE,0,NA,2018-01-29 14:30:13,TRUE,NA,"957984227722702854",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","andrewkeleher",0,FALSE,FALSE,NA,NA
"548","RT @Bill_Gross: We have created more data in the last two years than in all human history combined before that..

#Data #MachineLearning #D…",FALSE,0,NA,2018-01-29 14:30:07,FALSE,NA,"957984203336974336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimvie",44,TRUE,FALSE,NA,NA
"549","RT @ProductiveSys: #DeepLearning vs. #MachineLearning what's the difference between the two? 
#AI #ML #DL #Algorithms #NLP #DataScience #Io…",FALSE,0,NA,2018-01-29 14:30:04,FALSE,NA,"957984193979518977",NA,"<a href=""http://mattjewell.net"" rel=""nofollow"">SCBotBackend</a>","smartcityfeed",5,TRUE,FALSE,NA,NA
"550","Need a podcast to listen to? Learn the basics of #MachineLearning while you're at it: https://t.co/1OGsNsY7tJ https://t.co/c8sotVACfa",FALSE,0,NA,2018-01-29 14:30:04,FALSE,NA,"957984192205410305",NA,"<a href=""http://www.ziftsolutions.com/"" rel=""nofollow"">Zift123</a>","eSolutionsMEA",0,FALSE,FALSE,NA,NA
"551","Machine Learning and Artificial Intelligence https://t.co/aLLocaSQsO #DataScience #DataScientist #BigData #IoT… https://t.co/mKRGDKbuTP",FALSE,12,NA,2018-01-29 14:30:02,TRUE,NA,"957984182973751296",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","IoTRecruiting",105,FALSE,FALSE,NA,NA
"552","RT @mesosphere: Don't miss our free webinar on #MachineLearning: Best practices to store, deploy, scale, update &amp; monitor distributed #Deep…",FALSE,0,NA,2018-01-29 14:30:01,FALSE,NA,"957984178263527425",NA,"<a href=""http://www.itknowingness.com"" rel=""nofollow"">ttools it knowingness</a>","itknowingness",1,TRUE,FALSE,NA,NA
"553","Don't miss our free webinar on #MachineLearning: Best practices to store, deploy, scale, update &amp; monitor distribut… https://t.co/aZWzrnIJTg",FALSE,2,NA,2018-01-29 14:30:00,TRUE,NA,"957984175180492806",NA,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter Ads Composer</a>","mesosphere",1,FALSE,FALSE,NA,NA
"554","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:39,FALSE,NA,"957984087121149952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AudreyPullman5",53,TRUE,FALSE,NA,NA
"555","RT @ipfconline1: Tapping Into Data Capital with Artificial Intelligence and #MachineLearning

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> 3 Steps to Prepare Your #Business for the #…",FALSE,0,NA,2018-01-29 14:29:37,FALSE,NA,"957984080032911360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","popedaniels",29,TRUE,FALSE,NA,NA
"556","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:33,FALSE,NA,"957984060713742337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulRees45",53,TRUE,FALSE,NA,NA
"557","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:32,FALSE,NA,"957984058704719872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StevenDavidso3",53,TRUE,FALSE,NA,NA
"558","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:28,FALSE,NA,"957984041252212737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RimboltBlack",53,TRUE,FALSE,NA,NA
"559","RT @DeepLearn007: MedyMatch tech for pinpointing brain bleeds gets FDA nod for quick approval
#AI #MachineLearning #DeepLearning #ML #DL #H…",FALSE,0,NA,2018-01-29 14:29:27,FALSE,NA,"957984035745099776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ltsSchultzBitch",131,TRUE,FALSE,NA,NA
"560","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:26,FALSE,NA,"957984033236967424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VictorSmith67",53,TRUE,FALSE,NA,NA
"561","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:25,FALSE,NA,"957984028400934912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JacobGrant31",53,TRUE,FALSE,NA,NA
"562","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:25,FALSE,NA,"957984028321243136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JenniferAlsop7",53,TRUE,FALSE,NA,NA
"563","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:24,FALSE,NA,"957984024340738048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BellaRoberts181",53,TRUE,FALSE,NA,NA
"564","RT @DeepLearn007: What is a Bayesian Neural Network?
#AI #MachineLearning #DeepLearning #ML #DL #tech 
https://t.co/j3lZjN4oaY https://t.co…",FALSE,0,NA,2018-01-29 14:29:22,FALSE,NA,"957984017294544897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","popedaniels",213,TRUE,FALSE,NA,NA
"565","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:18,FALSE,NA,"957984000110338048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SamKelly63",53,TRUE,FALSE,NA,NA
"566","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:18,FALSE,NA,"957983998453497857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HarmonyEmilie",53,TRUE,FALSE,NA,NA
"567","RT @SachinLulla: Transform Data into Intelligence Using IBM Watson #MachineLearning https://t.co/NdCFJRhlbB #DataScience #DataScientist #Bi…",FALSE,0,NA,2018-01-29 14:29:18,FALSE,NA,"957983998029963264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Raphaelle_Smith",53,TRUE,FALSE,NA,NA
