NISCODE;admin;ID;poverty_S;criminality_index;income_index;gini_ineq_coef;minimum_sub_income;pop15;pop1564;pop65;pop_density;ratio_FM;foreigners;euro_foreigners;noneuro_foreigners;average_HHsize;one_person_HH;one_parent_HH;active_pop;unemployed;employment_rate_1564;higher_degree;owner_buildings;average_age_pop;married;reg_partnership;commuters;employees;self_employed;moved_in;couples_with_children;couples_without_children;habitants
23003;BEERSEL;394;3.14610735869179;6.25874593931176;122.30709897712;.34987608;.280481768685035;.188;.6383;.1737;813.45;103.053;.0877;.0647;.0229;2.57;.2376;.1049;.6786;.0383;.6526;.3638;.7943;40.717304905;.5334;.0336;.5466;.8061;.1826;.0961;.349;.2812;24409
23009;BEVER;248;5.73248407643312;4.55347457785968;109.468219775133;.325801959;.0921234454168586;.1926;.6543;.1531;108.97;104.072;.0288;.0209;.0079;2.55;.242;.0854;.7177;.0445;.6858;.3002;.8642;39.655975743;.5514;.0391;.5517;.7961;.1836;.0733;.3713;.274;2155
23016;DILBEEK;325;5.56647535183584;7.33168874847521;123.12753571128;.330082049;.24759829652372;.1631;.6343;.2027;977.62;107.3183;.0717;.0484;.0233;2.42;.2817;.1019;.6975;.0428;.6676;.3509;.7301;42.60882381;.5312;.0246;.6033;.8296;.1582;.0899;.3071;.2836;40255
23023;GALMAARDEN;398;4.00049085777396;2.61057444350154;115.278827837072;.283042467;.117164616285882;.1737;.6606;.1656;243.87;102.1115;.0148;.0101;.0047;2.51;.2218;.0763;.7393;.0231;.7223;.2682;.8565;41.309975058;.5661;.0389;.5169;.861;.1226;.0736;.3529;.3207;8519
23024;GOOIK;384;1.99771689497717;2.88856785152327;118.791488921656;.310886801;.0762444178194097;.162;.658;.1801;229.57;100.5502;.0198;.0116;.0081;2.55;.2334;.0765;.726;.0218;.7101;.3072;.8213;42.03288271;.5742;.0263;.3962;.8268;.152;.0848;.3555;.3031;9113
23025;GRIMBERGEN;261;3.75996390434652;5.66577223429939;126.034770850174;.333669189;.357442055291818;.1725;.6346;.1929;918.72;109.3361;.0782;.0527;.0255;2.34;.3078;.1011;.7027;.0452;.6709;.3553;.6993;41.997577384;.5199;.0303;.5342;.846;.1444;.1013;.2881;.2762;35472
23027;HALLE;403;2.78809330393408;8.79409471858645;109.34053074561;.288815139;.257787908390318;.1732;.6429;.1839;818.55;105.5826;.0589;.0331;.0258;2.35;.3004;.0983;.7122;.0419;.6824;.2658;.6952;41.167453534;.5042;.0332;.4377;.8867;.104;.1065;.2943;.2819;36347
23032;HERNE;408;3.40605870350024;3.17084956082389;115.750264632224;.321137368;.258673158855752;.1715;.645;.1835;148.38;102.1985;.019;.0121;.0069;2.58;.2291;.0842;.7106;.0247;.693;.3056;.8474;41.965206719;.5644;.0384;.4743;.8149;.1564;.0743;.3533;.3036;6622
23033;HOEILAART;396;8.43321455566353;5.00987281596805;121.182529395445;.376297034;.132839927886896;.1928;.6346;.1726;510.51;106.3106;.1587;.1305;.0282;2.47;.2779;.0924;.6786;.0381;.6528;.4056;.7238;40.753864002;.5464;.0341;.5592;.806;.1801;.1012;.3406;.2696;10429
23038;KAMPENHOUT;270;1.68145726296123;4.38643172231099;127.953525911119;.348257738;.106044538706257;.1755;.6594;.165;335.94;102.5927;.0317;.0241;.0076;2.54;.2269;.0878;.7369;.0326;.7129;.3421;.8187;40.977517518;.5516;.0274;.3754;.8499;.1369;.0808;.35;.3044;11252
23039;KAPELLE-OP-DEN-BOS;209;4.25289970434387;3.76484242934445;120.824760552298;.295665117;.152821744351053;.1552;.6684;.1763;596.2;106.1224;.02;.0118;.0083;2.41;.264;.0784;.7182;.0236;.7013;.2825;.7566;42.016912982;.5641;.0196;.4864;.867;.1165;.088;.3307;.304;9090
23044;LIEDEKERKE;333;7.37539855680483;7.15056671015656;110.077526824084;.285602177;.253044440929938;.163;.6522;.1848;1244.59;105.2192;.0378;.0191;.0187;2.43;.2484;.1001;.7016;.0366;.676;.2371;.8041;42.13287996;.5507;.0306;.5604;.8767;.1101;.0898;.3226;.3042;12543
23045;LONDERZEEL;56;4.1362814304883;4.51838611231967;117.514786738093;.299599354;.0839442610106889;.1582;.6574;.1844;490.28;102.2965;.0255;.0164;.0092;2.41;.2619;.08;.7177;.0268;.6985;.3143;.7953;42.063695886;.5577;.0289;.4895;.852;.1327;.0863;.3231;.3118;17794
23047;MACHELEN;301;6.30623328199724;8.08202103024725;100.186859702192;.303824829;.465861115155044;.1991;.6441;.1568;1171.69;106.5217;.1121;.0658;.0462;2.5;.3007;.1017;.6846;.0494;.6507;.2189;.7094;38.908546991;.5363;.0264;.5376;.8962;.0955;.1237;.3291;.2435;13585
23050;MEISE;257;1.48700970764828;4.32364915072589;133.351340811987;.355985069;.124877836898686;.1613;.6736;.165;527.1;103.9449;.0522;.0355;.0166;2.51;.2444;.0965;.7091;.0336;.6853;.3751;.7557;41.732232977;.5503;.0219;.5008;.8095;.1736;.0861;.3377;.292;18353
23052;MERCHTEM;114;5.79393276851599;4.63088221312422;117.960978352272;.313346417;.439686484419805;.163;.6606;.1764;424.37;102.8378;.0355;.0203;.0151;2.39;.2893;.0872;.7219;.0288;.7011;.3249;.7382;41.118284351;.536;.0263;.4655;.8325;.1479;.1039;.3096;.2884;15582
23060;OPWIJK;113;4.28305400372439;4.39001237175129;117.555881913922;.28773074;.343592367863148;.1756;.6547;.1697;684.3;104.3063;.0256;.0128;.0128;2.43;.2635;.077;.7522;.0271;.7318;.3317;.7914;40.76103329;.5516;.0338;.494;.869;.1169;.0929;.3348;.2995;13474
23062;OVERIJSE;391;2.54197097600304;4.77696541745529;121.375484627922;.387124618;.129470788153423;.186;.632;.182;552.14;104.6292;.1985;.1667;.0317;2.53;.249;.0935;.6456;.0305;.626;.4272;.7623;41.388273916;.5719;.0249;.533;.7854;.1999;.0987;.3473;.2852;24533
23064;PEPINGEN;397;2.36768802228412;3.32170362455178;117.162142183778;.333363894;.0905592030790129;.1815;.6532;.1653;123.67;102.6364;.015;.0076;.0074;2.73;.1869;.0749;.7304;.0188;.7167;.3288;.8638;40.855273629;.5681;.0376;.3586;.7854;.1895;.092;.416;.292;4458
23077;SINT-PIETERS-LEEUW;375;8.06064645118294;7.08216472246283;107.413559766083;.306059166;.244991626868449;.1739;.6453;.1809;790.05;104.6312;.1103;.084;.0263;2.48;.2702;.0984;.6888;.0534;.652;.2427;.6865;41.282699324;.5486;.0226;.6076;.8645;.1235;.1051;.3176;.2785;31902
23081;STEENOKKERZEEL;275;2.09062442438755;5.09936512604243;127.090560584293;.320153244;.120274914089347;.1713;.6599;.1689;515.45;99.4392;.0857;.0369;.0488;2.43;.2769;.0797;.6829;.0272;.6644;.3148;.7679;40.930342507;.5567;.0323;.395;.8572;.1318;.1123;.325;.2954;12092
23086;TERNAT;324;4.83181692859112;5.68559902891883;119.694340556995;.295242759;.198124422137102;.1608;.6614;.1779;616.27;102.9736;.0287;.0183;.0104;2.46;.2536;.0896;.7194;.0301;.6977;.317;.7947;41.893666998;.5391;.0277;.4929;.8568;.1312;.0811;.3393;.2917;15085
23088;VILVOORDE;279;3.98044881315654;9.49359003718332;102.628276133929;.306597126;.370686501646141;.2051;.6406;.1543;1888.87;107.0976;.1251;.0747;.0504;2.5;.3071;.1032;.6953;.0658;.6495;.2573;.6852;38.580403556;.522;.03;.5281;.8982;.0946;.121;.32;.2387;40558
23094;ZAVENTEM;313;5.37542991846041;9.54187537593357;109.576603468662;.338480143;.274318145987703;.1833;.655;.1617;1133.04;105.4684;.1953;.1409;.0544;2.37;.327;.1025;.6506;.0496;.6183;.3445;.6744;39.963896762;.5352;.0248;.547;.8584;.1318;.1268;.3006;.241;31299
23096;ZEMST;220;.911323071111531;5.62245722293973;128.090483055038;.312271924;.0764079284462223;.1723;.6675;.1602;513.37;103.3663;.0248;.0183;.0065;2.54;.218;.0783;.7272;.0262;.7081;.3604;.8553;41.073998911;.573;.0369;.5065;.8776;.1118;.0738;.3628;.3209;21990
23097;ROOSDAAL;348;1.75307021655573;3.85517035176133;113.997717030214;.298303975;.115452930728242;.174;.6532;.1728;521.06;103.0722;.0274;.0182;.0091;2.58;.2232;.0846;.7157;.0291;.6948;.298;.8171;41.214166021;.5594;.0284;.5036;.8528;.1303;.0778;.367;.2944;11303
23098;DROGENBOS;575;10.4211431027073;14.886406438544;97.2616875758816;.301768314;.418910831837223;.1862;.6307;.183;1985.18;116.2221;.1486;.1184;.0302;2.36;.3259;.135;.6884;.0727;.6383;.2455;.5681;40.824327365;.4688;.0181;.7425;.8541;.1379;.1258;.2827;.2234;4945
23099;KRAAINEM;341;5.71903411868218;5.67845991483797;117.597472380898;.432285553;.287081339712919;.1804;.6542;.1654;2311.16;106.8301;.2898;.235;.0548;2.56;.2824;.1059;.545;.0473;.5193;.5193;.693;40.647651012;.551;.0223;.7226;.7697;.2179;.1088;.3431;.2359;13415
23100;LINKEBEEK;400;4.34582662681076;6.51059176240121;121.519563240756;.368836585;.188009191560476;.181;.6436;.1754;1159.71;109.1265;.1243;.106;.0183;2.48;.3051;.1294;.6445;.0551;.609;.4848;.731;40.919118052;.4623;.0228;.741;.741;.2506;.1027;.3212;.2131;4812
23101;SINT-GENESIUS-RODE;402;4.09988818486769;6.66473876714237;129.024013335698;.433904749;.289952046392327;.1881;.6402;.1717;789.2;105.6999;.1688;.1387;.0302;2.63;.2405;.1193;.6176;.0491;.5873;.4786;.7565;40.732029162;.536;.0267;.6472;.7041;.2807;.1004;.3513;.2527;17972
23102;WEMMEL;291;12.0511733107153;7.05217776284569;123.614752304343;.373271781;.189035916824197;.1759;.6281;.196;1752.76;107.5007;.1093;.0769;.0324;2.4;.3108;.1177;.6777;.061;.6364;.3713;.6382;41.783541271;.514;.0251;.6551;.7817;.2057;.1154;.2954;.2445;15326
23103;WEZEMBEEK-OPPEM;349;4.41124780316344;4.96629771264086;121.062964642855;.408156693;.3470715835141;.1847;.6457;.1696;2011.37;108.9746;.2235;.1877;.0358;2.58;.273;.1133;.5716;.0427;.5472;.5203;.739;40.715549785;.5525;.0156;.6888;.7922;.1982;.0982;.3519;.237;13715
23104;LENNIK;365;1.85314685314685;4.4247449836386;124.27965887665;.316763709;.257992148065059;.1541;.6606;.1854;288.35;103.5763;.0284;.0182;.0101;2.5;.2572;.0776;.7114;.0249;.6937;.3359;.8105;42.549884601;.5583;.0241;.4641;.8068;.1735;.0765;.3385;.2968;8880
23105;AFFLIGEM;295;2.41541827975088;5.03278361024563;119.882141919809;.298954865;.134760206103845;.1729;.6567;.1704;704.97;102.3026;.0253;.0124;.0129;2.49;.222;.0732;.7209;.031;.6985;.3114;.8353;41.323037326;.5877;.0334;.5453;.8471;.1377;.081;.3502;.3321;12476
24001;AARSCHOT;203;5.02969293163384;7.90931991054261;113.489795775451;.274859087;.212137019648757;.1362;.6568;.207;458.24;104.5338;.0232;.0156;.0076;2.24;.3089;.0813;.7125;.0407;.6834;.2845;.7317;43.900324357;.5292;.0337;.3232;.8688;.1177;.0946;.2686;.3186;28647
24007;BEGIJNENDIJK;55;1.96867061812024;2.81332134272762;112.100601634162;.277426518;.0602288697048785;.1509;.6715;.1776;559.24;100.9176;.0162;.0109;.0054;2.48;.2186;.0667;.7186;.0309;.6963;.2768;.8746;42.601817035;.5831;.0341;.4041;.8771;.1115;.0672;.3529;.3349;9853
24008;BEKKEVOORT;269;4.49148167268973;4.39119192033383;105.277259934907;.284120085;.0658002961013325;.1627;.6479;.1894;164.02;99.0532;.0182;.0095;.0087;2.52;.243;.0682;.7185;.03;.697;.2628;.8647;42.279546953;.5817;.0219;.2975;.8436;.1389;.0799;.3504;.3075;6097
24009;BERTEM;323;2.33859236880385;4.36006985789339;122.551716717479;.333614515;.114131562564847;.1888;.6451;.166;321.71;105.453;.0624;.0467;.0157;2.55;.2492;.0758;.7208;.0274;.701;.3923;.7937;40.371980989;.553;.0345;.3174;.8696;.1192;.0832;.3658;.2922;9570
24011;BIERBEEK;330;2.83601853895387;3.85764719148744;132.951230948087;.349884631;.176917473202206;.1842;.6434;.1725;239.29;99.9579;.0259;.0171;.0087;2.57;.2371;.073;.6953;.0223;.6797;.4559;.8475;41.210316349;.5699;.0316;.2662;.8549;.1337;.0743;.3522;.3134;9508
24014;BOORTMEERBEEK;223;3.27221686112817;4.16468941439096;125.861672628959;.325397809;.142057324308515;.1644;.6509;.1847;638.04;101.9874;.0275;.0193;.0082;2.52;.2371;.0753;.7028;.0279;.6832;.3607;.8246;42.072450675;.5748;.0312;.4936;.8534;.1365;.0763;.3382;.321;11891
24016;BOUTERSEM;339;4.08135775862069;4.46230155238044;122.988183611607;.301757311;.205338809034908;.1837;.6467;.1696;250.27;100.3123;.0195;.0127;.0068;2.59;.2192;.0776;.7386;.0204;.7235;.3703;.8755;40.92958528;.5872;.0335;.2698;.852;.1337;.076;.3733;.3062;7696
24020;DIEST;199;3.17446083486526;8.67284779362963;109.612503982422;.285715714;.249365836880347;.1469;.6622;.1908;398.74;102.2662;.0411;.0229;.0183;2.34;.2955;.0849;.6815;.0463;.65;.3025;.711;42.822011839;.5495;.0255;.4384;.8511;.1352;.0971;.2892;.2962;23206
24028;GEETBETS;302;3.80653046970491;3.84484051381197;99.3281139634046;.268604333;.100891205649908;.1502;.6622;.1876;168.66;99.462;.0251;.0128;.0123;2.5;.2245;.0758;.7128;.0371;.6864;.201;.8893;42.768498985;.5784;.028;.4193;.8345;.1464;.0683;.3437;.3121;5932
24033;HAACHT;246;4.46533490011751;4.20756746482669;117.88991147559;.303208349;.0986888481601579;.1747;.6493;.176;464.37;104.0391;.0167;.0113;.0054;2.52;.2351;.0773;.7219;.0302;.7001;.344;.8263;41.543918985;.5676;.0307;.3378;.8694;.1183;.067;.3503;.3118;14195
24038;HERENT;285;3.08528031221982;3.4260071519772;132.261683604857;.345294701;.145334754384265;.1786;.6519;.1695;624.52;104.7681;.0344;.0204;.014;2.55;.2427;.0835;.7214;.0266;.7022;.4636;.7974;40.4221335;.5501;.037;.3038;.8643;.1242;.1018;.3438;.3025;20442
24041;HOEGAARDEN;385;3.10830500242836;3.87743530725907;121.697293896463;.325554792;.148389968838107;.1811;.6511;.1677;195.9;103.3966;.0345;.0224;.012;2.48;.2698;.0928;.7276;.0279;.7073;.3552;.8142;40.61882074;.5349;.0361;.3003;.8465;.1386;.0918;.3341;.2773;6647
24043;HOLSBEEK;274;1.99978263232257;2.61865725675968;120.875671305885;.305197013;.0822706705059646;.1844;.6465;.1691;252.29;99.507;.0205;.0131;.0074;2.6;.225;.0646;.7173;.0251;.6993;.4115;.8742;40.808179233;.5871;.0344;.2616;.8453;.1407;.0708;.3733;.314;9712
24045;HULDENBERG;366;2.96571944068561;3.00584387506895;121.267924974945;.335310096;.125944584382872;.1803;.6517;.168;238.93;104.3807;.0695;.057;.0125;2.53;.2519;.0793;.7063;.0271;.6871;.3777;.7895;41.020083928;.5538;.0311;.3796;.8252;.1566;.0863;.355;.2915;9471
24048;KEERBERGEN;211;5.50626088398706;4.08389873043618;143.55852362266;.397103917;.164396430248943;.1578;.6604;.1818;693.4;104.0493;.0622;.0544;.0078;2.54;.2123;.0803;.6754;.0339;.6525;.4191;.8208;42.901593619;.588;.0268;.4784;.7619;.2218;.0788;.3549;.3258;12749
24054;KORTENAKEN;292;3.20790471034109;2.54411331848527;103.680014704396;.256193726;.0891038696537678;.1534;.6363;.2103;159.32;100.0768;.0206;.0099;.0107;2.49;.2331;.062;.74;.0323;.7161;.2309;.8986;43.524878086;.5954;.0239;.2842;.8281;.1438;.069;.3309;.3379;7817
24055;KORTENBERG;293;1.90124858115778;4.72870555787361;127.071715184667;.340816496;.139239853540302;.1826;.6519;.1655;555.03;101.3876;.094;.0679;.0262;2.43;.2825;.0874;.7023;.0332;.679;.3768;.7579;40.736505867;.5451;.0328;.3888;.8623;.1266;.0999;.3328;.2779;19158
24059;LANDEN;390;4.19813567394706;6.1047746944314;110.88055158578;.272061864;.443844075646469;.1566;.6593;.1841;286.05;104.605;.0288;.0171;.0116;2.38;.2621;.0903;.7009;.043;.6708;.255;.8103;42.542013628;.546;.0324;.4277;.8916;.0971;.0828;.3031;.3175;15462
24062;LEUVEN;287;6.40484020081684;15.1999172017953;115.670572296745;.324028204;.718849840255591;.147;.6927;.1602;1717.58;100.9379;.1578;.0731;.0847;1.98;.4877;.0672;.6552;.0425;.6273;.4992;.5288;39.746998487;.4528;.0368;.3065;.8833;.1096;.1578;.2001;.218;97270
24066;LUBBEEK;300;1.25510582992945;2.99433985350427;133.242307548071;.353167271;.200673690245825;.1615;.6509;.1876;301.07;102.6408;.023;.0169;.0061;2.6;.202;.0725;.6901;.0223;.6747;.4268;.8467;42.421558307;.6089;.0235;.2557;.8277;.1563;.0761;.3559;.3412;13889
24086;OUD-HEVERLEE;358;1.08388312912347;3.71446673343765;139.43297934363;.365082713;.162954915806627;.1686;.6598;.1715;353.64;100.5829;.0359;.0227;.0132;2.61;.2215;.0805;.6967;.0265;.6782;.5014;.8146;41.170120864;.5678;.0294;.2955;.8276;.1597;.0746;.3604;.3075;11012
24094;ROTSELAAR;262;4.49083708129154;3.98003161261439;121.97450001867;.321360126;.194199085384953;.1649;.6674;.1677;419.66;100.6617;.0236;.0174;.0062;2.53;.2382;.0748;.7075;.0301;.6862;.3812;.8552;41.165112911;.5607;.0371;.2986;.862;.1271;.0766;.352;.3103;15768
24104;TERVUREN;353;5.33310807005688;4.47392829907037;117.438374279682;.391839155;.16481446600113;.1961;.6315;.1724;645.1;105.1981;.2533;.2092;.0441;2.54;.2581;.0986;.6143;.035;.5929;.4584;.703;40.567263661;.5784;.0253;.5204;.8168;.1732;.1063;.3503;.2719;21238
24107;TIENEN;344;4.90086523418792;7.64379054586109;109.641969025923;.279746178;.472913572013217;.1505;.6437;.2058;457.02;107.4704;.0409;.0193;.0216;2.21;.3434;.0917;.69;.0498;.6556;.2594;.7291;43.528258789;.5075;.0295;.2771;.8762;.1127;.1077;.247;.2896;32799
24109;TREMELO;205;1.84873949579832;2.74241006435718;115.017498713379;.30706238;.129436610123305;.157;.6611;.1819;677.01;99.481;.0306;.0237;.0069;2.46;.2321;.083;.7028;.0355;.6778;.2903;.8043;42.537166777;.5559;.033;.4174;.8501;.1376;.0813;.3381;.3255;14606
24130;ZOUTLEEUW;321;2.55530129672006;3.92167023595596;104.789412605179;.268697766;.0727096461463888;.1481;.6608;.1911;176.45;103.7559;.0187;.0104;.0083;2.41;.2479;.0877;.7113;.0449;.6794;.2375;.8553;43.125588367;.5633;.0293;.3704;.8332;.1462;.0764;.3095;.3193;8246
24133;LINTER;346;2.15473608098337;2.79682275759651;108.85168375208;.27385462;.183408577878104;.1534;.6559;.1907;195.19;102.6834;.0144;.009;.0054;2.48;.2239;.0789;.7217;.0318;.6987;.2441;.8898;42.983354116;.5879;.0291;.276;.8444;.1371;.0656;.3344;.333;7100
24134;SCHERPENHEUVEL-ZICHEM;200;3.17330050608672;4.39111550306441;107.302328798445;.254693391;.163774787535411;.1415;.6544;.2041;447.75;101.4702;.0228;.0148;.008;2.32;.2674;.0722;.6954;.042;.6662;.238;.8252;43.897714207;.5641;.0288;.3728;.8754;.1112;.0793;.2995;.3357;22611
24135;TIELT-WINGE;272;3.84192096048024;4.0481113626839;112.899704397915;.284514092;.170794192997438;.1602;.6675;.1724;236.38;100.5765;.0172;.0098;.0074;2.47;.251;.0753;.7332;.0305;.7108;.3128;.859;41.792542391;.56;.0338;.2397;.8423;.1395;.0694;.3401;.3019;10438
24137;GLABBEEK;312;2.06185567010309;3.06501855940663;112.734200414108;.292874212;.113873600303663;.1739;.6446;.1815;198.35;99.3994;.0137;.0088;.0049;2.59;.2038;.0702;.7342;.0255;.7155;.3098;.9156;42.119314992;.6144;.0258;.2214;.8179;.1582;.0678;.3782;.3168;5312
25005;BEAUVECHAIN;389;6.0290404040404;4.2849950565517;120.283038514899;.354941304;.0732708089097304;.1899;.6593;.1508;174.73;100.9538;.0541;.0436;.0105;2.62;.2315;.1029;.7012;.0638;.6565;.4117;.8041;40.009925274;.53;.0437;.5076;.7864;.1984;.0931;.3558;.2751;6742
25014;BRAINE-L'ALLEUD;422;12.3563298360838;7.43701962221095;118.696708173526;.350045668;.460367265058382;.1719;.661;.1671;740.13;108.8473;.0853;.0686;.0166;2.42;.2846;.1212;.6801;.074;.6298;.4021;.714;40.859511366;.495;.036;.5331;.8238;.1661;.1065;.3054;.2597;38572
25015;BRAINE-LE-CHATEAU;432;5.74986464537087;5.64985431169667;111.835632099268;.331907007;.242767550070807;.18;.6606;.1594;433.65;105.362;.0654;.0552;.0102;2.52;.2581;.1022;.6907;.0828;.6335;.3482;.7837;40.606801362;.5106;.0296;.5052;.7924;.1958;.0899;.3366;.2687;9843
25018;CHAUMONT-GISTOUX;118;5.16696966797436;4.99137190099589;128.699339886871;.401333368;.267218343246272;.1916;.6677;.1406;238.97;103.5607;.0561;.047;.0091;2.58;.2644;.1073;.6628;.0759;.6125;.4809;.7576;39.338172677;.521;.0407;.4338;.7341;.2489;.0949;.3521;.2483;11491
25023;COURT-SAINT-ETIENNE;226;5.21275438023724;6.86588841277711;112.618045576455;.34765613;.713854816006435;.1993;.6712;.1295;373.4;104.9022;.0688;.0496;.0192;2.63;.2566;.1134;.6813;.0752;.6301;.4257;.7065;38.059311352;.5072;.0371;.4089;.8239;.1624;.1106;.3559;.2422;9948
25031;GENAPPE;445;9.07561796109405;6.00757114241056;111.724616111117;.348708888;.422860918401057;.1853;.6664;.1483;166.49;103.0084;.0555;.0428;.0127;2.52;.2704;.1055;.6811;.0784;.6277;.3734;.7466;39.835341657;.4965;.0456;.4037;.7765;.2045;.1045;.3448;.252;14913
25037;GREZ-DOICEAU;393;5.37013801756587;4.91490921691212;120.932892009387;.383060026;.116631677163518;.1816;.6572;.1612;230.41;105.7336;.0628;.053;.0098;2.59;.2539;.0987;.668;.0679;.6226;.4204;.7721;40.636241969;.5117;.0333;.4445;.7627;.2235;.0989;.3522;.2656;12774
25043;INCOURT;417;7.23192019950125;5.80371456769943;109.52353575461;.338048504;.163165408933306;.1939;.6626;.1435;125.39;102.2453;.044;.0354;.0086;2.6;.2565;.0946;.6978;.0676;.6506;.3812;.8162;39.23022011;.5151;.0446;.3953;.7784;.207;.0892;.3656;.2473;4864
25044;ITTRE;440;5.33012379642366;5.90628192160253;113.237816096302;.344944247;.152975370965275;.187;.6608;.1522;184.99;101.8119;.0604;.0502;.0102;2.52;.2664;.0926;.6807;.0647;.6367;.3718;.7753;39.939443517;.4921;.0514;.4684;.774;.2115;.1063;.3573;.26;6460
25048;JODOIGNE;407;13.763652788043;8.46841164487739;107.179092140018;.34780624;.677688412272863;.1843;.6577;.158;183.2;104.0875;.0605;.0349;.0256;2.45;.3019;.1132;.6699;.0821;.6149;.3243;.7149;40.003656826;.476;.0324;.4376;.8111;.1734;.1336;.3051;.2457;13431
25050;LA HULPE;410;14.2458533560688;6.64232521541889;120.989605062603;.40451626;.106966171948121;.1841;.6245;.1913;479.54;106.7736;.1609;.1348;.0261;2.38;.3381;.1069;.635;.0701;.5905;.4855;.703;41.452968669;.5024;.0369;.5324;.7407;.2411;.1114;.306;.2315;7479
25068;MONT-SAINT-GUIBERT;444;5.03302925448254;6.8620979444717;119.637982846263;.36488623;.72337962962963;.2029;.6717;.1254;370.14;102.3474;.0457;.0344;.0113;2.48;.3088;.1119;.7021;.068;.6544;.4417;.6882;37.97707407;.4954;.043;.4303;.8466;.1432;.1128;.3338;.2223;6896
25072;NIVELLES;254;17.2000834550386;13.305465449173;116.174752974683;.335910107;.663708564823446;.1618;.6572;.1809;436.37;111.5431;.069;.0514;.0176;2.18;.3738;.1175;.6786;.0962;.6133;.3661;.5854;41.541222123;.4499;.0372;.4742;.8508;.1387;.1348;.2382;.2453;26445
25084;PERWEZ;244;9.59839357429719;4.92544660216984;109.833982313926;.315803871;.230330949205964;.2035;.6526;.1439;159.48;104.5948;.0396;.0317;.0079;2.59;.2464;.1259;.7122;.0629;.6674;.3495;.7656;38.58622199;.4993;.0449;.4421;.8213;.1615;.1115;.3498;.2483;8104
25091;RIXENSART;418;5.97757779900457;6.30076233623838;123.953887216065;.38375764;.662614815153315;.1789;.6338;.1873;1255.12;109.4169;.1118;.0894;.0224;2.45;.2971;.1201;.6447;.0774;.5948;.4816;.7398;41.578430895;.5029;.0355;.5182;.7693;.2193;.1105;.3019;.2517;22016
25105;TUBIZE;429;14.6710945318897;6.62753605454489;95.4496019279759;.293616568;.688568110170898;.1913;.653;.1557;730.47;104.9042;.1454;.121;.0244;2.49;.2787;.1187;.6694;.114;.5931;.2078;.6929;39.619337882;.5001;.0359;.598;.8903;.1004;.113;.3226;.2448;23857
25107;VILLERS-LA-VILLE;460;5.8264724509183;5.38661098392527;112.641807418699;.327323812;.351871762291076;.1959;.671;.1331;214.2;103.28;.0405;.0332;.0074;2.58;.2554;.1061;.6977;.0633;.6535;.3929;.7842;38.671556959;.5035;.047;.446;.8121;.1777;.0905;.3626;.2475;10164
25110;WATERLOO;250;6.46284829721362;11.7750975242903;119.398712409664;.408535026;.353166728330699;.1704;.6332;.1963;1412.35;110.6611;.189;.1414;.0477;2.52;.273;.1196;.5895;.0785;.5433;.47;.731;42.333959069;.5321;.0281;.5292;.7318;.2556;.1127;.3224;.253;29699
25112;WAVRE;63;9.16555775534712;10.3046479603464;113.090560315093;.348834746;.321988504709458;.1671;.6532;.1796;793.4;107.8914;.0788;.0579;.0209;2.37;.3197;.1156;.6583;.0863;.6014;.3861;.649;41.610703624;.4808;.0333;.4459;.8124;.1769;.1147;.2852;.2526;33167
25117;CHASTRE;450;5.15854953724776;5.2581215914554;113.157034358622;.359241661;.519808935094128;.2083;.6718;.12;223.39;102.7278;.0422;.0314;.0109;2.73;.2286;.122;.6778;.0745;.6273;.427;.7526;37.806727853;.5026;.0441;.4708;.8279;.1564;.0915;.3798;.2349;6986
25118;HELECINE;576;10.172807303554;6.48141362608253;109.576501723112;.313347139;.519242516799023;.1852;.6523;.1625;193.28;101.9485;.0427;.0327;.01;2.42;.2915;.1065;.6908;.0718;.6412;.2613;.8285;40.584888178;.5068;.0447;.5818;.8586;.131;.1071;.315;.2598;3213
25119;LASNE;425;6.3735377168213;5.01536518336467;141.344977901611;.477394191;.33373570972094;.1776;.6447;.1776;298.17;104.1914;.1225;.105;.0175;2.57;.2608;.1088;.6173;.0698;.5742;.5324;.7664;41.496691068;.5411;.0294;.4466;.5918;.3894;.1015;.3519;.2507;14079
25120;ORP-JAUCHE;247;7.44912325611161;4.1574742762669;106.619284259063;.311696171;.262310718969834;.1958;.6508;.1534;163.72;104.1739;.0364;.0275;.009;2.57;.251;.1044;.702;.0712;.652;.3186;.8534;39.855149315;.5127;.0449;.53;.8438;.1438;.0951;.3497;.2629;8267
25121;OTTIGNIES-LOUVAIN-LA-NEUVE;433;13.7039359622266;9.66279635105233;107.883738987102;.379936913;1.11282149958309;.1656;.6992;.1353;941.64;104.3988;.1273;.0649;.0623;2.28;.3966;.1103;.6102;.0874;.5569;.499;.4892;38.052471378;.4555;.034;.4455;.8525;.1398;.1562;.2512;.2071;31040
25122;RAMILLIES;434;6.42313019390582;4.09317670033511;107.064447116899;.322264854;.419287211740042;.2108;.6488;.1404;126.58;100.7166;.031;.0247;.0063;2.68;.2338;.1073;.6951;.0759;.6423;.3393;.8767;38.582552121;.5241;.0482;.4555;.8042;.173;.0818;.3859;.2408;6162
25123;REBECQ;428;12.2191725119447;6.02604943031207;102.746771766155;.309460548;.492890995260664;.1931;.672;.135;271.08;103.8291;.0873;.0779;.0094;2.53;.2536;.1114;.6801;.0927;.617;.2738;.7438;39.04853321;.4915;.0468;.6075;.8518;.1342;.1001;.3455;.2592;10593
